track_id,file_path,genre_top
27176,fma_medium\027\027176.mp3,Electronic
27177,fma_medium\027\027177.mp3,Electronic
27178,fma_medium\027\027178.mp3,Electronic
27179,fma_medium\027\027179.mp3,Electronic
27180,fma_medium\027\027180.mp3,Electronic
27181,fma_medium\027\027181.mp3,Electronic
27182,fma_medium\027\027182.mp3,Electronic
27183,fma_medium\027\027183.mp3,Electronic
27184,fma_medium\027\027184.mp3,Electronic
27185,fma_medium\027\027185.mp3,Electronic
27186,fma_medium\027\027186.mp3,Electronic
27187,fma_medium\027\027187.mp3,Electronic
27188,fma_medium\027\027188.mp3,Electronic
27189,fma_medium\027\027189.mp3,Electronic
27194,fma_medium\027\027194.mp3,International
27195,fma_medium\027\027195.mp3,International
27197,fma_medium\027\027197.mp3,International
27198,fma_medium\027\027198.mp3,International
27213,fma_medium\027\027213.mp3,Experimental
27216,fma_medium\027\027216.mp3,Experimental
27222,fma_medium\027\027222.mp3,Rock
27224,fma_medium\027\027224.mp3,Rock
27225,fma_medium\027\027225.mp3,Rock
27227,fma_medium\027\027227.mp3,Rock
27235,fma_medium\027\027235.mp3,Rock
27258,fma_medium\027\027258.mp3,Folk
27303,fma_medium\027\027303.mp3,Hip-Hop
27305,fma_medium\027\027305.mp3,Hip-Hop
27340,fma_medium\027\027340.mp3,Rock
27341,fma_medium\027\027341.mp3,Rock
27349,fma_medium\027\027349.mp3,Rock
27350,fma_medium\027\027350.mp3,Rock
27379,fma_medium\027\027379.mp3,Electronic
27389,fma_medium\027\027389.mp3,Electronic
27404,fma_medium\027\027404.mp3,Electronic
27405,fma_medium\027\027405.mp3,Electronic
27406,fma_medium\027\027406.mp3,Electronic
27407,fma_medium\027\027407.mp3,Electronic
27408,fma_medium\027\027408.mp3,Electronic
27409,fma_medium\027\027409.mp3,Rock
27420,fma_medium\027\027420.mp3,Rock
27426,fma_medium\027\027426.mp3,Rock
27430,fma_medium\027\027430.mp3,Rock
27431,fma_medium\027\027431.mp3,Pop
27435,fma_medium\027\027435.mp3,Pop
27438,fma_medium\027\027438.mp3,Electronic
27439,fma_medium\027\027439.mp3,Electronic
27440,fma_medium\027\027440.mp3,Electronic
27441,fma_medium\027\027441.mp3,Electronic
27442,fma_medium\027\027442.mp3,Electronic
27443,fma_medium\027\027443.mp3,Electronic
27444,fma_medium\027\027444.mp3,Electronic
27445,fma_medium\027\027445.mp3,Electronic
27446,fma_medium\027\027446.mp3,Electronic
27447,fma_medium\027\027447.mp3,Electronic
27448,fma_medium\027\027448.mp3,Electronic
27449,fma_medium\027\027449.mp3,Electronic
27450,fma_medium\027\027450.mp3,Electronic
27451,fma_medium\027\027451.mp3,Electronic
27452,fma_medium\027\027452.mp3,Electronic
27453,fma_medium\027\027453.mp3,Electronic
27454,fma_medium\027\027454.mp3,Experimental
27455,fma_medium\027\027455.mp3,Experimental
27456,fma_medium\027\027456.mp3,Experimental
27457,fma_medium\027\027457.mp3,Electronic
27462,fma_medium\027\027462.mp3,Electronic
27463,fma_medium\027\027463.mp3,Electronic
27464,fma_medium\027\027464.mp3,Electronic
27547,fma_medium\027\027547.mp3,Pop
27548,fma_medium\027\027548.mp3,Pop
27549,fma_medium\027\027549.mp3,Pop
27550,fma_medium\027\027550.mp3,Pop
27551,fma_medium\027\027551.mp3,Pop
27552,fma_medium\027\027552.mp3,Pop
27565,fma_medium\027\027565.mp3,Electronic
27566,fma_medium\027\027566.mp3,Electronic
27567,fma_medium\027\027567.mp3,Electronic
27568,fma_medium\027\027568.mp3,Electronic
27569,fma_medium\027\027569.mp3,Electronic
27570,fma_medium\027\027570.mp3,Electronic
27571,fma_medium\027\027571.mp3,Electronic
27572,fma_medium\027\027572.mp3,Electronic
27573,fma_medium\027\027573.mp3,Electronic
27574,fma_medium\027\027574.mp3,Electronic
27575,fma_medium\027\027575.mp3,Electronic
27576,fma_medium\027\027576.mp3,Electronic
27591,fma_medium\027\027591.mp3,Electronic
27604,fma_medium\027\027604.mp3,Rock
27605,fma_medium\027\027605.mp3,Rock
27606,fma_medium\027\027606.mp3,Rock
27607,fma_medium\027\027607.mp3,Rock
27608,fma_medium\027\027608.mp3,Rock
27609,fma_medium\027\027609.mp3,International
27610,fma_medium\027\027610.mp3,International
27611,fma_medium\027\027611.mp3,International
27612,fma_medium\027\027612.mp3,International
27613,fma_medium\027\027613.mp3,International
27632,fma_medium\027\027632.mp3,Electronic
27633,fma_medium\027\027633.mp3,Electronic
27634,fma_medium\027\027634.mp3,Electronic
27667,fma_medium\027\027667.mp3,Electronic
27668,fma_medium\027\027668.mp3,Electronic
27669,fma_medium\027\027669.mp3,Electronic
27670,fma_medium\027\027670.mp3,Electronic
27671,fma_medium\027\027671.mp3,Electronic
27673,fma_medium\027\027673.mp3,Electronic
27674,fma_medium\027\027674.mp3,Electronic
27675,fma_medium\027\027675.mp3,Electronic
27752,fma_medium\027\027752.mp3,Electronic
27754,fma_medium\027\027754.mp3,Electronic
27785,fma_medium\027\027785.mp3,Electronic
27787,fma_medium\027\027787.mp3,Rock
27797,fma_medium\027\027797.mp3,Pop
27798,fma_medium\027\027798.mp3,Electronic
27799,fma_medium\027\027799.mp3,Hip-Hop
27802,fma_medium\027\027802.mp3,Pop
27803,fma_medium\027\027803.mp3,Experimental
27804,fma_medium\027\027804.mp3,Folk
27805,fma_medium\027\027805.mp3,Pop
27841,fma_medium\027\027841.mp3,Electronic
27842,fma_medium\027\027842.mp3,Electronic
27851,fma_medium\027\027851.mp3,Electronic
27855,fma_medium\027\027855.mp3,Folk
27856,fma_medium\027\027856.mp3,Folk
27866,fma_medium\027\027866.mp3,Experimental
27945,fma_medium\027\027945.mp3,Experimental
27946,fma_medium\027\027946.mp3,Classical
27949,fma_medium\027\027949.mp3,Classical
27950,fma_medium\027\027950.mp3,Jazz
27953,fma_medium\027\027953.mp3,International
27975,fma_medium\027\027975.mp3,International
27978,fma_medium\027\027978.mp3,International
27981,fma_medium\027\027981.mp3,International
27987,fma_medium\027\027987.mp3,International
28022,fma_medium\028\028022.mp3,Rock
28023,fma_medium\028\028023.mp3,Rock
28024,fma_medium\028\028024.mp3,Rock
28032,fma_medium\028\028032.mp3,Rock
28036,fma_medium\028\028036.mp3,Rock
28065,fma_medium\028\028065.mp3,Rock
28066,fma_medium\028\028066.mp3,Rock
28067,fma_medium\028\028067.mp3,Rock
28068,fma_medium\028\028068.mp3,Rock
28069,fma_medium\028\028069.mp3,Rock
28070,fma_medium\028\028070.mp3,Rock
28071,fma_medium\028\028071.mp3,Rock
28072,fma_medium\028\028072.mp3,Rock
28085,fma_medium\028\028085.mp3,Jazz
28086,fma_medium\028\028086.mp3,Jazz
28087,fma_medium\028\028087.mp3,Jazz
28088,fma_medium\028\028088.mp3,Jazz
28089,fma_medium\028\028089.mp3,Jazz
28097,fma_medium\028\028097.mp3,Classical
28098,fma_medium\028\028098.mp3,Classical
28099,fma_medium\028\028099.mp3,Classical
28100,fma_medium\028\028100.mp3,Classical
28101,fma_medium\028\028101.mp3,Classical
28102,fma_medium\028\028102.mp3,Classical
28103,fma_medium\028\028103.mp3,Classical
28104,fma_medium\028\028104.mp3,Classical
28105,fma_medium\028\028105.mp3,Classical
28108,fma_medium\028\028108.mp3,Classical
28109,fma_medium\028\028109.mp3,Classical
28110,fma_medium\028\028110.mp3,Classical
28111,fma_medium\028\028111.mp3,Classical
28112,fma_medium\028\028112.mp3,Classical
28113,fma_medium\028\028113.mp3,Classical
28114,fma_medium\028\028114.mp3,Classical
28116,fma_medium\028\028116.mp3,Classical
28117,fma_medium\028\028117.mp3,Classical
28118,fma_medium\028\028118.mp3,Classical
28119,fma_medium\028\028119.mp3,Classical
28120,fma_medium\028\028120.mp3,Classical
28121,fma_medium\028\028121.mp3,Classical
28122,fma_medium\028\028122.mp3,Classical
28124,fma_medium\028\028124.mp3,Experimental
28126,fma_medium\028\028126.mp3,Experimental
28170,fma_medium\028\028170.mp3,Electronic
28171,fma_medium\028\028171.mp3,Electronic
28172,fma_medium\028\028172.mp3,Electronic
28173,fma_medium\028\028173.mp3,Electronic
28174,fma_medium\028\028174.mp3,Electronic
28175,fma_medium\028\028175.mp3,Electronic
28176,fma_medium\028\028176.mp3,Electronic
28177,fma_medium\028\028177.mp3,Electronic
28178,fma_medium\028\028178.mp3,Electronic
28179,fma_medium\028\028179.mp3,Electronic
28199,fma_medium\028\028199.mp3,Rock
28201,fma_medium\028\028201.mp3,Rock
28241,fma_medium\028\028241.mp3,Experimental
28259,fma_medium\028\028259.mp3,Rock
28260,fma_medium\028\028260.mp3,Rock
28261,fma_medium\028\028261.mp3,Rock
28262,fma_medium\028\028262.mp3,Rock
28264,fma_medium\028\028264.mp3,Rock
28265,fma_medium\028\028265.mp3,Rock
28266,fma_medium\028\028266.mp3,Rock
28274,fma_medium\028\028274.mp3,Rock
28276,fma_medium\028\028276.mp3,Soul-RnB
28278,fma_medium\028\028278.mp3,Soul-RnB
28279,fma_medium\028\028279.mp3,Soul-RnB
28364,fma_medium\028\028364.mp3,Experimental
28367,fma_medium\028\028367.mp3,Experimental
28368,fma_medium\028\028368.mp3,Experimental
28375,fma_medium\028\028375.mp3,Experimental
28376,fma_medium\028\028376.mp3,Experimental
28377,fma_medium\028\028377.mp3,Experimental
28426,fma_medium\028\028426.mp3,Experimental
28467,fma_medium\028\028467.mp3,Electronic
28468,fma_medium\028\028468.mp3,Electronic
28469,fma_medium\028\028469.mp3,Electronic
28471,fma_medium\028\028471.mp3,Electronic
28472,fma_medium\028\028472.mp3,Electronic
28473,fma_medium\028\028473.mp3,Electronic
28474,fma_medium\028\028474.mp3,Electronic
28475,fma_medium\028\028475.mp3,Electronic
28476,fma_medium\028\028476.mp3,Electronic
28477,fma_medium\028\028477.mp3,Pop
28478,fma_medium\028\028478.mp3,Pop
28479,fma_medium\028\028479.mp3,Pop
28480,fma_medium\028\028480.mp3,Pop
28481,fma_medium\028\028481.mp3,Pop
28482,fma_medium\028\028482.mp3,Pop
28483,fma_medium\028\028483.mp3,Pop
28484,fma_medium\028\028484.mp3,Pop
28485,fma_medium\028\028485.mp3,Pop
28499,fma_medium\028\028499.mp3,Experimental
28525,fma_medium\028\028525.mp3,Electronic
28526,fma_medium\028\028526.mp3,Electronic
28527,fma_medium\028\028527.mp3,Electronic
28528,fma_medium\028\028528.mp3,Electronic
28529,fma_medium\028\028529.mp3,Electronic
28530,fma_medium\028\028530.mp3,Electronic
28534,fma_medium\028\028534.mp3,Electronic
28535,fma_medium\028\028535.mp3,Electronic
28536,fma_medium\028\028536.mp3,Electronic
28546,fma_medium\028\028546.mp3,Electronic
28548,fma_medium\028\028548.mp3,Electronic
28549,fma_medium\028\028549.mp3,Classical
28551,fma_medium\028\028551.mp3,Soul-RnB
28553,fma_medium\028\028553.mp3,Electronic
28571,fma_medium\028\028571.mp3,Experimental
28577,fma_medium\028\028577.mp3,Experimental
28578,fma_medium\028\028578.mp3,Experimental
28594,fma_medium\028\028594.mp3,Jazz
28595,fma_medium\028\028595.mp3,Jazz
28596,fma_medium\028\028596.mp3,Jazz
28597,fma_medium\028\028597.mp3,Jazz
28598,fma_medium\028\028598.mp3,Jazz
28600,fma_medium\028\028600.mp3,Jazz
28601,fma_medium\028\028601.mp3,Jazz
28606,fma_medium\028\028606.mp3,Jazz
28607,fma_medium\028\028607.mp3,Jazz
28608,fma_medium\028\028608.mp3,Pop
28609,fma_medium\028\028609.mp3,Pop
28691,fma_medium\028\028691.mp3,Rock
28692,fma_medium\028\028692.mp3,Rock
28702,fma_medium\028\028702.mp3,Electronic
28765,fma_medium\028\028765.mp3,Rock
28774,fma_medium\028\028774.mp3,Rock
28781,fma_medium\028\028781.mp3,Rock
28783,fma_medium\028\028783.mp3,Rock
28802,fma_medium\028\028802.mp3,Pop
28898,fma_medium\028\028898.mp3,Electronic
28901,fma_medium\028\028901.mp3,Electronic
28902,fma_medium\028\028902.mp3,Electronic
28916,fma_medium\028\028916.mp3,Rock
28917,fma_medium\028\028917.mp3,Rock
28918,fma_medium\028\028918.mp3,Rock
29037,fma_medium\029\029037.mp3,Electronic
29039,fma_medium\029\029039.mp3,Electronic
29040,fma_medium\029\029040.mp3,Electronic
29041,fma_medium\029\029041.mp3,Electronic
29042,fma_medium\029\029042.mp3,Electronic
29043,fma_medium\029\029043.mp3,Electronic
29044,fma_medium\029\029044.mp3,Electronic
29045,fma_medium\029\029045.mp3,Pop
29046,fma_medium\029\029046.mp3,Pop
29047,fma_medium\029\029047.mp3,Pop
29128,fma_medium\029\029128.mp3,Pop
29180,fma_medium\029\029180.mp3,Pop
29184,fma_medium\029\029184.mp3,Pop
29187,fma_medium\029\029187.mp3,Pop
29243,fma_medium\029\029243.mp3,Pop
29244,fma_medium\029\029244.mp3,Pop
29245,fma_medium\029\029245.mp3,Pop
29253,fma_medium\029\029253.mp3,Pop
29255,fma_medium\029\029255.mp3,Pop
29261,fma_medium\029\029261.mp3,Hip-Hop
29262,fma_medium\029\029262.mp3,Hip-Hop
29263,fma_medium\029\029263.mp3,Electronic
29265,fma_medium\029\029265.mp3,Pop
29266,fma_medium\029\029266.mp3,Hip-Hop
29267,fma_medium\029\029267.mp3,Pop
29271,fma_medium\029\029271.mp3,Pop
29272,fma_medium\029\029272.mp3,Experimental
29324,fma_medium\029\029324.mp3,Rock
29334,fma_medium\029\029334.mp3,Rock
29350,fma_medium\029\029350.mp3,International
29351,fma_medium\029\029351.mp3,International
29355,fma_medium\029\029355.mp3,International
29396,fma_medium\029\029396.mp3,Rock
29397,fma_medium\029\029397.mp3,Rock
29398,fma_medium\029\029398.mp3,Rock
29401,fma_medium\029\029401.mp3,Rock
29447,fma_medium\029\029447.mp3,Rock
29448,fma_medium\029\029448.mp3,Rock
29451,fma_medium\029\029451.mp3,Rock
29452,fma_medium\029\029452.mp3,Rock
29453,fma_medium\029\029453.mp3,Rock
29465,fma_medium\029\029465.mp3,Experimental
29466,fma_medium\029\029466.mp3,Experimental
29469,fma_medium\029\029469.mp3,Folk
29470,fma_medium\029\029470.mp3,Folk
29476,fma_medium\029\029476.mp3,Folk
29478,fma_medium\029\029478.mp3,Folk
29480,fma_medium\029\029480.mp3,Folk
29496,fma_medium\029\029496.mp3,Rock
29498,fma_medium\029\029498.mp3,Rock
29501,fma_medium\029\029501.mp3,Rock
29505,fma_medium\029\029505.mp3,Rock
29506,fma_medium\029\029506.mp3,Rock
29526,fma_medium\029\029526.mp3,Electronic
29527,fma_medium\029\029527.mp3,Electronic
29528,fma_medium\029\029528.mp3,Electronic
29529,fma_medium\029\029529.mp3,Electronic
29530,fma_medium\029\029530.mp3,Electronic
29532,fma_medium\029\029532.mp3,Electronic
29586,fma_medium\029\029586.mp3,Hip-Hop
29587,fma_medium\029\029587.mp3,Hip-Hop
29602,fma_medium\029\029602.mp3,Hip-Hop
29603,fma_medium\029\029603.mp3,Hip-Hop
29606,fma_medium\029\029606.mp3,Hip-Hop
29607,fma_medium\029\029607.mp3,Hip-Hop
29621,fma_medium\029\029621.mp3,Rock
29622,fma_medium\029\029622.mp3,Rock
29625,fma_medium\029\029625.mp3,Electronic
29626,fma_medium\029\029626.mp3,Electronic
29627,fma_medium\029\029627.mp3,Electronic
29628,fma_medium\029\029628.mp3,Electronic
29659,fma_medium\029\029659.mp3,Classical
29662,fma_medium\029\029662.mp3,Electronic
29663,fma_medium\029\029663.mp3,Electronic
29668,fma_medium\029\029668.mp3,Electronic
29672,fma_medium\029\029672.mp3,Electronic
29673,fma_medium\029\029673.mp3,Electronic
29680,fma_medium\029\029680.mp3,Experimental
29684,fma_medium\029\029684.mp3,Experimental
29685,fma_medium\029\029685.mp3,Experimental
29689,fma_medium\029\029689.mp3,Experimental
29690,fma_medium\029\029690.mp3,Experimental
29692,fma_medium\029\029692.mp3,Experimental
29718,fma_medium\029\029718.mp3,Hip-Hop
29719,fma_medium\029\029719.mp3,Hip-Hop
29720,fma_medium\029\029720.mp3,Hip-Hop
29721,fma_medium\029\029721.mp3,Hip-Hop
29738,fma_medium\029\029738.mp3,Experimental
29739,fma_medium\029\029739.mp3,Experimental
29740,fma_medium\029\029740.mp3,Experimental
29741,fma_medium\029\029741.mp3,Experimental
29742,fma_medium\029\029742.mp3,Experimental
29744,fma_medium\029\029744.mp3,Experimental
29745,fma_medium\029\029745.mp3,Experimental
29746,fma_medium\029\029746.mp3,Experimental
29747,fma_medium\029\029747.mp3,Experimental
29750,fma_medium\029\029750.mp3,Experimental
29752,fma_medium\029\029752.mp3,Experimental
29807,fma_medium\029\029807.mp3,Rock
29808,fma_medium\029\029808.mp3,Rock
29809,fma_medium\029\029809.mp3,Rock
29810,fma_medium\029\029810.mp3,Rock
29811,fma_medium\029\029811.mp3,Rock
29813,fma_medium\029\029813.mp3,Rock
29814,fma_medium\029\029814.mp3,Rock
29816,fma_medium\029\029816.mp3,Electronic
29817,fma_medium\029\029817.mp3,Electronic
29818,fma_medium\029\029818.mp3,Electronic
29819,fma_medium\029\029819.mp3,Electronic
29820,fma_medium\029\029820.mp3,Electronic
29837,fma_medium\029\029837.mp3,Rock
29838,fma_medium\029\029838.mp3,Rock
29839,fma_medium\029\029839.mp3,Rock
29840,fma_medium\029\029840.mp3,Rock
29841,fma_medium\029\029841.mp3,Rock
29855,fma_medium\029\029855.mp3,Rock
29856,fma_medium\029\029856.mp3,Rock
29858,fma_medium\029\029858.mp3,Rock
29859,fma_medium\029\029859.mp3,Rock
29861,fma_medium\029\029861.mp3,Rock
29881,fma_medium\029\029881.mp3,Rock
29932,fma_medium\029\029932.mp3,Rock
29933,fma_medium\029\029933.mp3,Rock
29934,fma_medium\029\029934.mp3,Rock
29936,fma_medium\029\029936.mp3,Rock
29937,fma_medium\029\029937.mp3,Rock
29939,fma_medium\029\029939.mp3,Hip-Hop
29940,fma_medium\029\029940.mp3,Hip-Hop
29942,fma_medium\029\029942.mp3,Hip-Hop
29943,fma_medium\029\029943.mp3,Hip-Hop
29944,fma_medium\029\029944.mp3,Hip-Hop
29945,fma_medium\029\029945.mp3,Hip-Hop
29947,fma_medium\029\029947.mp3,Hip-Hop
29948,fma_medium\029\029948.mp3,Hip-Hop
29950,fma_medium\029\029950.mp3,Hip-Hop
29951,fma_medium\029\029951.mp3,Hip-Hop
29953,fma_medium\029\029953.mp3,Hip-Hop
29954,fma_medium\029\029954.mp3,Hip-Hop
29955,fma_medium\029\029955.mp3,Hip-Hop
29956,fma_medium\029\029956.mp3,Hip-Hop
29957,fma_medium\029\029957.mp3,Hip-Hop
29958,fma_medium\029\029958.mp3,Hip-Hop
29959,fma_medium\029\029959.mp3,Hip-Hop
29961,fma_medium\029\029961.mp3,Hip-Hop
29971,fma_medium\029\029971.mp3,Folk
30000,fma_medium\030\030000.mp3,Electronic
30002,fma_medium\030\030002.mp3,Electronic
30003,fma_medium\030\030003.mp3,Electronic
30004,fma_medium\030\030004.mp3,Electronic
30013,fma_medium\030\030013.mp3,Electronic
30033,fma_medium\030\030033.mp3,Hip-Hop
30034,fma_medium\030\030034.mp3,Hip-Hop
30035,fma_medium\030\030035.mp3,Hip-Hop
30036,fma_medium\030\030036.mp3,Hip-Hop
30037,fma_medium\030\030037.mp3,Hip-Hop
30038,fma_medium\030\030038.mp3,Hip-Hop
30040,fma_medium\030\030040.mp3,Hip-Hop
30041,fma_medium\030\030041.mp3,Hip-Hop
30043,fma_medium\030\030043.mp3,Hip-Hop
30044,fma_medium\030\030044.mp3,Hip-Hop
30045,fma_medium\030\030045.mp3,Hip-Hop
30046,fma_medium\030\030046.mp3,Hip-Hop
30047,fma_medium\030\030047.mp3,Hip-Hop
30048,fma_medium\030\030048.mp3,Hip-Hop
30049,fma_medium\030\030049.mp3,Hip-Hop
30050,fma_medium\030\030050.mp3,Hip-Hop
30051,fma_medium\030\030051.mp3,Hip-Hop
30052,fma_medium\030\030052.mp3,Hip-Hop
30053,fma_medium\030\030053.mp3,Hip-Hop
30054,fma_medium\030\030054.mp3,Hip-Hop
30055,fma_medium\030\030055.mp3,Hip-Hop
30056,fma_medium\030\030056.mp3,Hip-Hop
30057,fma_medium\030\030057.mp3,Hip-Hop
30058,fma_medium\030\030058.mp3,Hip-Hop
30059,fma_medium\030\030059.mp3,Hip-Hop
30060,fma_medium\030\030060.mp3,Hip-Hop
30071,fma_medium\030\030071.mp3,Rock
30072,fma_medium\030\030072.mp3,Jazz
30073,fma_medium\030\030073.mp3,Experimental
30074,fma_medium\030\030074.mp3,Rock
30075,fma_medium\030\030075.mp3,Jazz
30076,fma_medium\030\030076.mp3,Experimental
30077,fma_medium\030\030077.mp3,Rock
30083,fma_medium\030\030083.mp3,Rock
30084,fma_medium\030\030084.mp3,Rock
30090,fma_medium\030\030090.mp3,Experimental
30093,fma_medium\030\030093.mp3,Experimental
30095,fma_medium\030\030095.mp3,Experimental
30098,fma_medium\030\030098.mp3,Experimental
30118,fma_medium\030\030118.mp3,Experimental
30120,fma_medium\030\030120.mp3,Experimental
30133,fma_medium\030\030133.mp3,Rock
30135,fma_medium\030\030135.mp3,Rock
30136,fma_medium\030\030136.mp3,Rock
30137,fma_medium\030\030137.mp3,Rock
30153,fma_medium\030\030153.mp3,Rock
30166,fma_medium\030\030166.mp3,Rock
30168,fma_medium\030\030168.mp3,Rock
30173,fma_medium\030\030173.mp3,Rock
30196,fma_medium\030\030196.mp3,Instrumental
30198,fma_medium\030\030198.mp3,Experimental
30199,fma_medium\030\030199.mp3,Easy Listening
30230,fma_medium\030\030230.mp3,Hip-Hop
30247,fma_medium\030\030247.mp3,Hip-Hop
30248,fma_medium\030\030248.mp3,Hip-Hop
30302,fma_medium\030\030302.mp3,Electronic
30303,fma_medium\030\030303.mp3,Electronic
30304,fma_medium\030\030304.mp3,Electronic
30305,fma_medium\030\030305.mp3,Electronic
30306,fma_medium\030\030306.mp3,Electronic
30307,fma_medium\030\030307.mp3,Electronic
30309,fma_medium\030\030309.mp3,Electronic
30310,fma_medium\030\030310.mp3,Electronic
30315,fma_medium\030\030315.mp3,Electronic
30316,fma_medium\030\030316.mp3,Experimental
30330,fma_medium\030\030330.mp3,Experimental
30374,fma_medium\030\030374.mp3,Electronic
30376,fma_medium\030\030376.mp3,Electronic
30384,fma_medium\030\030384.mp3,Electronic
30397,fma_medium\030\030397.mp3,Rock
30410,fma_medium\030\030410.mp3,Rock
30486,fma_medium\030\030486.mp3,Pop
30487,fma_medium\030\030487.mp3,Pop
30488,fma_medium\030\030488.mp3,Pop
30498,fma_medium\030\030498.mp3,Experimental
30500,fma_medium\030\030500.mp3,Experimental
30507,fma_medium\030\030507.mp3,Rock
30508,fma_medium\030\030508.mp3,Rock
30518,fma_medium\030\030518.mp3,Electronic
30519,fma_medium\030\030519.mp3,Electronic
30520,fma_medium\030\030520.mp3,Electronic
30521,fma_medium\030\030521.mp3,Electronic
30522,fma_medium\030\030522.mp3,Electronic
30633,fma_medium\030\030633.mp3,Rock
30634,fma_medium\030\030634.mp3,Rock
30636,fma_medium\030\030636.mp3,Experimental
30667,fma_medium\030\030667.mp3,Experimental
30669,fma_medium\030\030669.mp3,Experimental
30676,fma_medium\030\030676.mp3,Experimental
30679,fma_medium\030\030679.mp3,Experimental
30681,fma_medium\030\030681.mp3,Experimental
30682,fma_medium\030\030682.mp3,Experimental
30683,fma_medium\030\030683.mp3,Experimental
30689,fma_medium\030\030689.mp3,Experimental
30690,fma_medium\030\030690.mp3,Experimental
30694,fma_medium\030\030694.mp3,Experimental
30698,fma_medium\030\030698.mp3,Experimental
30702,fma_medium\030\030702.mp3,Experimental
30717,fma_medium\030\030717.mp3,Experimental
30727,fma_medium\030\030727.mp3,Electronic
30728,fma_medium\030\030728.mp3,Electronic
30729,fma_medium\030\030729.mp3,Electronic
30730,fma_medium\030\030730.mp3,Electronic
30731,fma_medium\030\030731.mp3,Electronic
